network,station id,start_date,end_date, lat,lon,elev,element,state,county,basin,site_name,site_info_link,cdbs_id,shef_id,gmt_offset
snotel,324,10/1/1979,1/1/2100,44.61,-116.98,6180,Snow Water Equivalent,ID,Washington,Upper Mann Creek,Bear Saddle,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=324,16E10S  ,BSDI1,8
snotel,338,10/1/1979,1/1/2100,44.63,-115.8,6560,Snow Water Equivalent,ID,Valley,Curtis Creek,Big Creek Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=338,15E02S  ,BKSI1,8
snotel,978,9/21/1999,1/1/2100,43.76,-116.1,6340,Snow Water Equivalent,ID,Boise,Cottonwood Creek-Shafer Creek,Bogus Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=978,16F02S  ,BOGI1,8
snotel,359,10/1/1979,1/1/2100,42.16,-114.19,7500,Snow Water Equivalent,ID,Cassia,Upper Big Cottonwood Creek,Bostetter R.S.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=359,14G01S  ,BTRI1,8
snotel,370,10/1/1986,1/1/2100,45.04,-116.13,6250,Snow Water Equivalent,ID,Adams,Upper Goose Creek,Brundage Reservoir,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=370,16D09S  ,BRRI1,8
snotel,382,10/1/1991,1/1/2100,43.27,-115.35,5710,Snow Water Equivalent,ID,Elmore,Sheep Creek-Camas Creek,Camas Creek Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=382,15F09S  ,CCDI1,8
snotel,895,6/23/1993,1/1/2100,43.77,-114.42,6310,Snow Water Equivalent,ID,Blaine,Eagle Creek-Big Wood River,Chocolate Gulch,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=895,14F19S  ,CHOI1,8
snotel,411,10/1/1983,1/1/2100,46.76,-115.3,6280,Snow Water Equivalent,ID,Clearwater,Cold Springs Creek-North Fork Clearwater River,Cool Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=411,15C16S  ,COLI1,8
snotel,1306,10/6/2021,1/1/2100,43.52,-114.8,6800,Snow Water Equivalent,ID,Camas,Lower Little Smoky Creek,Couch Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1306,        ,     ,8
snotel,423,10/1/1978,1/1/2100,44.29,-115.66,5400,Snow Water Equivalent,ID,Valley,Deadwood River-Deadwood Reservoir,Cozy Cove,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=423,15E08S  ,COZI1,8
snotel,424,10/1/1979,1/1/2100,44.44,-111.99,6900,Snow Water Equivalent,ID,Clark,Upper Camas Creek,Crab Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=424,11E37S  ,CRBI1,8
snotel,425,10/1/1983,1/1/2100,46.56,-115.29,5960,Snow Water Equivalent,ID,Clearwater,Middle Weitas Creek,Crater Meadows,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=425,15C09S  ,CRAI1,8
snotel,439,10/1/1978,1/1/2100,44.55,-115.56,6860,Snow Water Equivalent,ID,Valley,Stratton Creek-Deadwood River,Deadwood Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=439,15E04S  ,DDSI1,8
snotel,450,10/1/1979,1/1/2100,43.6,-114.67,8420,Snow Water Equivalent,ID,Blaine,Placer Creek-Warm Springs Creek,Dollarhide Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=450,14F08S  ,DHDI1,8
snotel,466,10/1/1982,1/1/2100,46.84,-116.12,5690,Snow Water Equivalent,ID,Clearwater,Upper Elk Creek,Elk Butte,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=466,16C20S  ,ELBI1,8
snotel,471,10/1/1979,1/1/2100,42.36,-111.56,7390,Snow Water Equivalent,ID,Bear Lake,Williams Creek,Emigrant Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=471,11G06S  ,EMSI1,8
snotel,1305,9/30/2021,1/1/2100,43.56,-113.72,6330,Snow Water Equivalent,ID,Blaine,Upper Fish Creek,Fish Ck,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1305,        ,     ,8
snotel,484,10/1/1978,1/1/2100,42.05,-111.6,8140,Snow Water Equivalent,ID,Franklin,Upper Cub River,Franklin Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=484,11G32S  ,FBNI1,8
snotel,489,10/1/1979,1/1/2100,43.88,-114.67,7470,Snow Water Equivalent,ID,Blaine,Headwaters Big Wood River,Galena,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=489,14F17S  ,GLNI1,8
snotel,490,10/1/1978,1/1/2100,43.87,-114.71,8780,Snow Water Equivalent,ID,Blaine,Headwaters Big Wood River,Galena Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=490,14F12S  ,GLSI1,8
snotel,492,10/1/1979,1/1/2100,43.61,-113.93,6560,Snow Water Equivalent,ID,Blaine,Upper Muldoon Creek,Garfield R.S.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=492,13F04S  ,GARI1,8
snotel,493,10/1/1979,1/1/2100,42.41,-111.17,6930,Snow Water Equivalent,ID,Bear Lake,Upper Montpelier Creek,Giveout,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=493,11G33S  ,GIVI1,8
snotel,496,10/1/1978,1/1/2100,43.95,-115.27,5690,Snow Water Equivalent,ID,Elmore,Big Silver Creek-North Fork Boise River,Graham Guard Sta.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=496,15F14S  ,GGSI1,8
snotel,520,10/1/1982,1/1/2100,46.48,-115.63,5810,Snow Water Equivalent,ID,Clearwater,French Creek,Hemlock Butte,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=520,15C06S  ,HEMI1,8
snotel,988,9/20/2000,1/1/2100,48.89,-116.76,5040,Snow Water Equivalent,ID,Boundary,Cow Creek,Hidden Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=988,16A12S  ,HDLI1,8
snotel,524,10/1/1979,1/1/2100,44.02,-113.47,8000,Snow Water Equivalent,ID,Custer,Upper Wet Creek,Hilts Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=524,13E27S  ,HLTI1,8
snotel,534,10/1/1978,1/1/2100,42.32,-113.62,7980,Snow Water Equivalent,ID,Cassia,Howell Creek,Howell Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=534,13G01S  ,HWCI1,8
snotel,535,10/1/1978,1/1/2100,47.53,-115.78,4250,Snow Water Equivalent,ID,Shoshone,Canyon Creek-Upper South Fork Coeur d'Alene River,Humboldt Gulch,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=535,15B21S  ,HUGI1,8
snotel,537,10/1/1979,1/1/2100,43.71,-114.16,7620,Snow Water Equivalent,ID,Blaine,Hyndman Creek,Hyndman,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=537,14F16S  ,HYNI1,8
snotel,546,10/1/1979,1/1/2100,44.42,-111.39,6290,Snow Water Equivalent,ID,Fremont,Split Creek,Island Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=546,11E10S  ,ISPI1,8
snotel,550,10/1/1979,1/1/2100,44.05,-115.44,7070,Snow Water Equivalent,ID,Boise,Fivemile Creek-South Fork Payette River,Jackson Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=550,15E09S  ,JKPI1,8
snotel,588,10/1/1982,1/1/2100,46.63,-114.58,5240,Snow Water Equivalent,ID,Idaho,West Fork Lolo Creek,Lolo Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=588,14C05S  ,LPSI1,8
snotel,1016,10/1/2001,1/1/2100,44.79,-116.09,4890,Snow Water Equivalent,ID,Valley,Lake Fork Creek,Long Valley,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1016,16E18S  ,LGVI1,8
snotel,594,10/1/1978,1/1/2100,47.46,-115.7,5190,Snow Water Equivalent,ID,Shoshone,Little North Fork South Fork Coeur d'Alene River-South Fork Coeur d'Alene River,Lookout,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=594,15B02S  ,LKTI1,8
snotel,600,10/1/1979,1/1/2100,47.08,-115.96,6110,Snow Water Equivalent,ID,Shoshone,Lost Lake-Little North Fork Clearwater River,Lost Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=600,15B14S  ,LSLI1,8
snotel,601,10/1/1979,1/1/2100,43.82,-114.26,7900,Snow Water Equivalent,ID,Blaine,Trail Creek,Lost-Wood Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=601,14F03S  ,LWDI1,8
snotel,610,10/1/1979,1/1/2100,42.18,-114.29,6880,Snow Water Equivalent,ID,Twin Falls,Headwaters Rock Creek,Magic Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=610,14G02S  ,MGMI1,8
snotel,620,10/1/1979,1/1/2100,44.44,-113.32,9150,Snow Water Equivalent,ID,Lemhi,Upper Texas Creek,Meadow Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=620,13E18S  ,MDLI1,8
snotel,623,10/1/1989,1/1/2100,47.15,-116.27,4510,Snow Water Equivalent,ID,Shoshone,Mica Creek,Mica Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=623,16B14S  ,MCKI1,8
snotel,627,10/1/1978,1/1/2100,44.47,-114.49,8800,Snow Water Equivalent,ID,Custer,Upper Yankee Fork,Mill Creek Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=627,14E01S  ,MLKI1,8
snotel,636,10/1/1979,1/1/2100,44.41,-113.4,7440,Snow Water Equivalent,ID,Lemhi,Upper Sawmill Creek,Moonshine,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=636,13E06S  ,MNSI1,8
snotel,638,10/1/1979,1/1/2100,45.67,-113.95,6200,Snow Water Equivalent,ID,Lemhi,Upper North Fork Salmon River,Moose Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=638,13D16S  ,MOKI1,8
snotel,637,10/1/1978,1/1/2100,43.93,-115.67,6100,Snow Water Equivalent,ID,Boise,Middle Crooked River,Mores Creek Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=637,15F01S  ,MRKI1,8
snotel,639,10/1/1979,1/1/2100,44.84,-114.27,7600,Snow Water Equivalent,ID,Lemhi,Headwaters Panther Creek,Morgan Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=639,14E04S  ,MRGI1,8
snotel,989,10/1/2000,1/1/2100,46.81,-116.85,4700,Snow Water Equivalent,ID,Latah,Little Bear Creek,Moscow Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=989,16C02S  ,MSCI1,8
snotel,645,10/1/1978,1/1/2100,48.06,-116.23,5260,Snow Water Equivalent,ID,Shoshone,Upper North Fork Coeur d'Alene River,Mosquito Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=645,16A04S  ,MOQI1,8
snotel,650,10/1/1979,1/1/2100,45.7,-115.23,6320,Snow Water Equivalent,ID,Idaho,Headwaters Meadow Creek,Mountain Meadows,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=650,15D06S  ,MTMI1,8
snotel,654,10/1/1979,1/1/2100,42.6,-116.56,5730,Snow Water Equivalent,ID,Owyhee,Upper Pole Creek,Mud Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=654,16G07S  ,MDFI1,8
snotel,1053,10/1/2003,1/1/2100,48.72,-116.46,3520,Snow Water Equivalent,ID,Boundary,Myrtle Creek,Myrtle Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1053,16A14S  ,MYRI1,8
snotel,677,10/1/1979,1/1/2100,42.26,-112.13,6740,Snow Water Equivalent,ID,Oneida,Lower Deep Creek,Oxford Spring,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=677,12G18S  ,OXSI1,8
snotel,1299,6/16/2021,1/1/2100,42.77,-112.11,6513,Snow Water Equivalent,ID,Caribou,Pebble Creek,Pebble Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1299,        ,     ,8
snotel,1142,9/29/2009,1/1/2100,46.5,-115.8,3080,Snow Water Equivalent,ID,Clearwater,Upper Orofino Creek,Pierce R.S.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1142,15C05S  ,PRNI1,8
snotel,695,10/1/1988,1/1/2100,43.57,-111.21,6720,Snow Water Equivalent,ID,Teton,Upper Trail Creek,Pine Creek Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=695,11F02S  ,PCPI1,8
snotel,704,10/1/1979,1/1/2100,43.51,-115.57,4800,Snow Water Equivalent,ID,Elmore,Lower Smith Creek,Prairie,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=704,15F06S  ,PRAI1,8
snotel,1081,8/22/2006,1/1/2100,47.86,-117.04,4210,Snow Water Equivalent,ID,Kootenai,Rathdrum Creek,Ragged Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1081,17B06S  ,RAGI1,8
snotel,2029,8/31/1999,1/1/2100,43.29,-116.84,5600,Snow Water Equivalent,ID,Owyhee,Lower Reynolds Creek,Reynolds Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2029,16F08S  ,RYCI1,8
snotel,735,10/1/1982,1/1/2100,46.47,-114.63,6190,Snow Water Equivalent,ID,Idaho,Lower Colt Killed Creek,Savage Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=735,14C04S  ,SVPI1,8
snotel,915,9/26/1995,1/1/2100,44.85,-113.84,8630,Snow Water Equivalent,ID,Lemhi,Basin Creek,Schwartz Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=915,13E16S  ,SCHI1,8
snotel,738,10/1/1979,1/1/2100,48.37,-116.64,6090,Snow Water Equivalent,ID,Bonner,Middle Fork East River-East River,Schweitzer Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=738,16A10S  ,STZI1,8
snotel,1038,9/16/2002,7/15/2008,48.37,-116.64,6110,Snow Water Equivalent,ID,Bonner,Middle Fork East River-East River,Schweitzer Saddle,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1038,16A13S  ,SCWI1,8
snotel,740,10/1/1979,1/1/2100,45.19,-115.97,6540,Snow Water Equivalent,ID,Valley,Headwaters North Fork Payette River,Secesh Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=740,15D01S  ,SCSI1,8
snotel,741,10/1/1988,1/1/2100,42.52,-111.96,7850,Snow Water Equivalent,ID,Bannock,Dempsey Creek,Sedgwick Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=741,11G30S  ,SEPI1,8
snotel,747,10/1/1982,1/1/2100,46.57,-115.74,4600,Snow Water Equivalent,ID,Clearwater,Quartz Creek,Shanghi Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=747,15C04S  ,SHAI1,8
snotel,749,10/1/1978,1/1/2100,43.21,-111.69,6650,Snow Water Equivalent,ID,Bingham,Horse Creek-Willow Creek,Sheep Mtn.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=749,11F11S  ,SPMI1,8
snotel,752,10/1/1979,1/1/2100,46.95,-116.34,3200,Snow Water Equivalent,ID,Latah,West Fork St Maries River,Sherwin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=752,16C01S  ,SHWI1,8
snotel,761,10/1/1978,1/1/2100,42.56,-111.3,7225,Snow Water Equivalent,ID,Caribou,Headwaters Slug Creek,Slug Creek Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=761,11G05S  ,SLGI1,8
snotel,926,9/19/2001,1/1/2100,43.73,-113.83,9520,Snow Water Equivalent,ID,Custer,Lower Star Hope Creek,Smiley Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=926,13F13S  ,SMMI1,8
snotel,769,10/1/1986,1/1/2100,43.48,-114.83,5740,Snow Water Equivalent,ID,Camas,Upper Soldier Creek,Soldier R.S.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=769,14F11S  ,SRSI1,8
snotel,770,10/1/1978,1/1/2100,42.95,-111.36,6800,Snow Water Equivalent,ID,Caribou,Upper Lanes Creek,Somsen Ranch,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=770,11G01S  ,SORI1,8
snotel,774,10/1/1978,1/1/2100,42.76,-116.9,6500,Snow Water Equivalent,ID,Owyhee,Deer Creek-Big Boulder Creek,South Mtn.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=774,16G01S  ,SMTI1,8
snotel,782,10/1/1979,1/1/2100,44.77,-116.25,6240,Snow Water Equivalent,ID,Adams,Granite Creek-Middle Fork Weiser River,Squaw Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=782,16E05S  ,SQFI1,8
snotel,792,10/1/1979,1/1/2100,43.86,-114.21,7430,Snow Water Equivalent,ID,Custer,Summit Creek,Stickney Mill,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=792,14F02S  ,STMI1,8
snotel,803,10/1/1978,1/1/2100,47.56,-115.82,5540,Snow Water Equivalent,ID,Shoshone,Canyon Creek-Upper South Fork Coeur d'Alene River,Sunset,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=803,15B09S  ,SNSI1,8
snotel,805,10/1/1978,1/1/2100,43.63,-113.97,7640,Snow Water Equivalent,ID,Blaine,Upper Muldoon Creek,Swede Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=805,13F09S  ,SWPI1,8
snotel,830,10/1/1978,1/1/2100,43.63,-115.44,7770,Snow Water Equivalent,ID,Elmore,Roaring River,Trinity Mtn.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=830,15F05S  ,TRMI1,8
snotel,979,10/1/2000,1/1/2100,44.38,-116.34,4920,Snow Water Equivalent,ID,Washington,Lower North Crane Creek,Van Wyck,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=979,16E14S  ,VWGI1,8
snotel,845,10/1/1978,1/1/2100,43.8,-114.85,8960,Snow Water Equivalent,ID,Blaine,Smiley Creek,Vienna Mine,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=845,14F04S  ,VNNI1,8
snotel,855,10/1/1979,1/1/2100,45.07,-116.45,5560,Snow Water Equivalent,ID,Adams,Upper Weiser River,West Branch,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=855,16D08S  ,WBRI1,8
snotel,860,10/1/1979,1/1/2100,44.53,-111.41,7710,Snow Water Equivalent,ID,Fremont,Island Park Reservoir,White Elephant,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=860,11E36S  ,WHEI1,8
snotel,867,10/1/1979,1/1/2100,42.76,-112.48,6490,Snow Water Equivalent,ID,Bannock,Mink Creek,Wildhorse Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=867,12G17S  ,WHDI1,8
snotel,871,10/1/1989,1/1/2100,42.01,-115,7120,Snow Water Equivalent,ID,Twin Falls,Upper Wilson Creek,Wilson Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=871,15G02S  ,WLCI1,8
snotel,916,9/11/1996,1/1/2100,45.6,-111.96,8300,Snow Water Equivalent,MT,Madison,South Willow Creek,Albro Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=916,11D28S  ,ABRM8,8
snotel,307,10/1/1978,1/1/2100,48.13,-113.02,6900,Snow Water Equivalent,MT,Pondera,North Badger Creek,Badger Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=307,13A15S  ,BADM8,8
snotel,311,10/1/1968,1/1/2100,48.57,-115.45,5600,Snow Water Equivalent,MT,Lincoln,Bristow Creek,Banfield Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=311,15A08S  ,BANM8,8
snotel,313,10/1/1979,1/1/2100,46.1,-113.13,8250,Snow Water Equivalent,MT,Deer Lodge,Warm Springs Creek-West Valley,Barker Lakes,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=313,13C44S  ,BRLM8,8
snotel,315,10/1/1979,1/1/2100,45.8,-112.52,7180,Snow Water Equivalent,MT,Silver Bow,Basin Creek,Basin Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=315,12D09S  ,BSCM8,8
snotel,318,10/1/1978,1/1/2100,44.47,-112.98,8850,Snow Water Equivalent,MT,Beaverhead,Upper Nicholia Creek,Beagle Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=318,12E08S  ,BEAM8,8
snotel,328,10/1/1966,1/1/2100,44.95,-111.36,7850,Snow Water Equivalent,MT,Gallatin,Upper Beaver Creek,Beaver Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=328,11E38S  ,BEVM8,8
snotel,346,10/1/1989,1/1/2100,47.68,-114,4920,Snow Water Equivalent,MT,Lake,Mud Creek,Bisson Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=346,13B25S  ,BISM8,8
snotel,347,10/1/1971,1/1/2100,44.51,-111.13,8170,Snow Water Equivalent,MT,Gallatin,Madison Arm-Madison River,Black Bear,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=347,11E35S  ,BLBM8,8
snotel,349,10/1/1965,1/1/2100,46.41,-113.43,7210,Snow Water Equivalent,MT,Granite,Marshall Creek,Black Pine,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=349,13C13S  ,BLKM8,8
snotel,1144,8/25/2010,1/1/2100,47.98,-114.35,5650,Snow Water Equivalent,MT,Flathead,Ronan Creek,Blacktail Mtn,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1144,14B04S  ,BLTM8,8
snotel,355,10/1/1976,1/1/2100,45.17,-113.5,7600,Snow Water Equivalent,MT,Beaverhead,Upper Bloody Dick Creek,Bloody Dick,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=355,13D10S  ,BLOM8,8
snotel,360,10/1/1978,1/1/2100,46.56,-111.29,7950,Snow Water Equivalent,MT,Meagher,Upper Camas Creek,Boulder Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=360,11C01S  ,BOMM8,8
snotel,363,10/1/1978,1/1/2100,45.27,-110.25,6670,Snow Water Equivalent,MT,Park,Headwaters Boulder River,Box Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=363,10D31S  ,BOXM8,8
snotel,365,9/30/1994,1/1/2100,45.89,-110.94,7320,Snow Water Equivalent,MT,Gallatin,Upper Brackett Creek,Brackett Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=365,10D35S  ,BRCM8,8
snotel,981,10/1/2000,1/1/2100,45.24,-109.46,5880,Snow Water Equivalent,MT,Carbon,Sand Creek,Burnt Mtn,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=981,09D21S  ,BMTM8,8
snotel,381,10/1/1975,1/1/2100,45.88,-113.33,6430,Snow Water Equivalent,MT,Deer Lodge,Fishtrap Creek,Calvert Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=381,13D26S  ,CLVM8,8
snotel,385,10/1/1966,1/1/2100,44.96,-111.29,9000,Snow Water Equivalent,MT,Gallatin,Specimen Creek,Carrot Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=385,11E29S  ,CRRM8,8
snotel,403,10/1/1978,1/1/2100,45.02,-111.85,8600,Snow Water Equivalent,MT,Madison,Ruby Creek,Clover Meadow,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=403,11D08S  ,CMDM8,8
snotel,407,1/1/1971,1/1/2100,45.19,-109.35,7850,Snow Water Equivalent,MT,Carbon,Skunk Creek-Clarks Fork Yellowstone Creek,Cole Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=407,09D16S  ,CLCM8,8
snotel,410,10/1/1972,1/1/2100,46.47,-113.39,5600,Snow Water Equivalent,MT,Granite,Upper South Fork Lower Middle Creek,Combination,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=410,13C33S  ,CMBM8,8
snotel,413,10/1/1975,1/1/2100,47.06,-112.6,5200,Snow Water Equivalent,MT,Lewis And Clark,Copper Creek,Copper Bottom,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=413,12B16S  ,COPM8,8
snotel,414,10/1/1971,1/1/2100,47.08,-112.73,6950,Snow Water Equivalent,MT,Lewis And Clark,Copper Creek,Copper Camp,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=414,12B14S  ,CPCM8,8
snotel,427,10/1/1978,1/1/2100,46.79,-109.51,6050,Snow Water Equivalent,MT,Fergus,Big Rock Creek,Crystal Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=427,09C01S  ,CRYM8,8
snotel,919,10/1/1990,1/1/2100,46.67,-110.33,7600,Snow Water Equivalent,MT,Meagher,Mud Creek,Daisy Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=919,10C15S  ,DAZM8,8
snotel,433,10/1/1979,1/1/2100,46.18,-113.85,5780,Snow Water Equivalent,MT,Ravalli,Daly Creek,Daly Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=433,13C39S  ,DALM8,8
snotel,436,10/1/1979,1/1/2100,45.17,-113.58,8945,Snow Water Equivalent,MT,Beaverhead,Headwaters Big Hole River,Darkhorse Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=436,13D19S  ,DHLM8,8
snotel,437,10/1/1967,1/1/2100,46.79,-110.68,6450,Snow Water Equivalent,MT,Meagher,Headwaters Sheep Creek,Deadman Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=437,10C09S  ,DDMM8,8
snotel,448,1/1/1971,1/1/2100,44.79,-112.06,7800,Snow Water Equivalent,MT,Madison,Headwaters Ruby River,Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=448,12E07S  ,DIVM8,8
snotel,458,10/1/1982,1/1/2100,48.06,-112.76,5750,Snow Water Equivalent,MT,Teton,Upper Dupuyer Creek,Dupuyer Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=458,12A02S  ,DPYM8,8
snotel,1105,6/19/2008,1/1/2100,45.5,-110.08,6335,Snow Water Equivalent,MT,Sweet Grass,Upper East Boulder River,East Boulder Mine,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1105,10D39S  ,EBMM8,8
snotel,1106,7/9/2008,1/1/2100,46.48,-110.71,7600,Snow Water Equivalent,MT,Meagher,Alabaugh Creek,Elk Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1106,10C27S  ,WHSM8,8
snotel,469,10/1/1976,1/1/2100,48.43,-113.94,4350,Snow Water Equivalent,MT,Flathead,Hungry Horse Creek,Emery Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=469,13A24S  ,EMCM8,8
snotel,480,10/1/1966,1/1/2100,45.06,-109.94,9100,Snow Water Equivalent,MT,Park,Hoodoo Creek,Fisher Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=480,09D06S  ,FSHM8,8
snotel,482,10/1/1969,1/1/2100,48.8,-113.86,6300,Snow Water Equivalent,MT,Flathead,McDonald Creek Headwaters,Flattop Mtn.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=482,13A19S  ,FTMM8,8
snotel,487,10/1/1972,1/1/2100,46.44,-112.19,6480,Snow Water Equivalent,MT,Jefferson,Lump Gulch,Frohner Meadow,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=487,12C13S  ,FRHM8,8
