 AGKO        TA      : 2000-2021
 AGKO        TG      : 2000-2021
 AGKO        UA      : 2000-2021
 AGKO        UD      : 2000-2021
 AGKO        WG      : 2000-2021
 AGKO        WM      : 2000-2009
 AGKO        WN      : 2000-2009
 AGKO        WR      : 2000-2021
 AGKO        WY      : 2000-2009
 AGKO        YM      : 2000-2021
 AGNO        GD      : 2001-2009, 8110
 AGNO        HJ      : 2001-2009
 AGNO        QD      : 2000-2009
 AGNO        WM      : 2001-2009
 AGNO        WN      : 2001-2009
 AGNO        WY      : 2001-2009
 AGTEST      BN      : 2004-2006, 2009-2010
 AGTEST      BP      : 2004-2006, 2009-2010
 AGTEST      BX      : 2004-2006, 2009-2010
 AGTEST      FB      : 2006
 AGTEST      FB2     : 2006
 AGTEST      MM      : 2004-2014
 AGTEST      MN      : 2004-2015
 AGTEST      MX      : 2004-2015
 AGTEST      PA      : 2007-2008
 AGTEST      PC      : 2004-2014
 AGTEST      PP      : 2004-2014
 AGTEST      SP      : 2007
 AGTEST      SR      : 2004-2015
 AGTEST      SR2     : 2006-2007
 AGTEST      TA      : 2004-2014
 AGTEST      TG      : 2010-2011
 AGTEST      UA      : 2004-2015
 AGTEST      UD      : 2004-2015
 AGTEST      UDC     : 2012
 AGTEST      WG      : 2004-2014
 AGTEST      WM      : 2006
 AGTEST      WN      : 2006
 AGTEST      WR      : 2004-2015
 AGTEST      WY      : 2006
 AGTEST      XB      : 2006, 2009, 2012
 AGTEST      XC      : 2004, 2006-2007, 2009, 2012, 2014
 AGTEST      XF      : 2006, 2009, 2012
 AGTEST      XG      : 2004, 2006-2007, 2009, 2012, 2014
 AGTEST      XN      : 2007-2008
 AGTEST      XX      : 2007-2008
 AGTEST      YA      : 2006-2007, 2009, 2012
 AGTEST      YB      : 2006-2007, 2009, 2012
 AGTEST      YC      : 2007
 AGTEST      YD      : 2007
 AGTEST      YL      : 2006, 2009, 2012
 AGTEST      YM      : 2011
 AGTEST      YW      : 2004, 2006-2007, 2009, 2012, 2014
 AGTEST      YY      : 2007
 AGTEST      Z1      : 2006, 2009, 2012
 AGTEST      Z2      : 2009, 2012
 AGTEST      Z3      : 2009, 2012
 AGTEST      ZCM     : 2004, 2006-2007
 AGTEST      ZCN     : 2004, 2006-2007
 AGTEST      ZCX     : 2004, 2006-2007
 AGTEST      ZK      : 2004, 2006-2007, 2009, 2012, 2014
 AGTEST      ZL      : 2004, 2006-2007, 2009, 2012, 2014
 AGTEST      ZM      : 2004, 2006-2007, 2009, 2012, 2014
 AGWA        QD      : 1983-1988
 AGWA        QU      : 1983-2021
 AHMW        QC      : 1980-1992
 AHNW        QD      : 1960-1968
 AHTI        EJ      : 1987-1994
 AHTI        ET      : 1987-2021
 AHTI        ETOS    : 1994-1996, 1998, 2003-2021
 AHTI        ETRS    : 1994-1996, 1998, 2003-2021
 AHTI        MM      : 1987-2021
 AHTI        MN      : 1987-2021
 AHTI        MX      : 1987-2021
 AHTI        PC      : 1987-2021
 AHTI        PP      : 1987-2021
 AHTI        PU      : 1988-2021
 AHTI        SR      : 1987-2021
 AHTI        TA      : 1987-2021
 AHTI        TG      : 1988-2021
 AHTI        TU      : 1987-1992
 AHTI        UA      : 1987-2021
 AHTI        UD      : 1987-2021
 AHTI        UV      : 1987-1992
 AHTI        WG      : 2000-2021
 AHTI        WR      : 1987-2021
 AHTI        XC      : 1989-2021
 AHTI        XD      : 1989-2021
 AHTI        XG      : 1989-2021
 AHTI        XH      : 1989-2021
 AHTI        XJ      : 1997, 2002-2021
 AHTI        YM      : 1989-2021
 AHTI        YP      : 1987-1989
 AHTI        YW      : 1995-2021
 AINE        GJ      : 1990-1997
 ALCO        GD      : 1988-1998
 ALCO        GX      : 1990-1995
 ALCO        HJ      : 1989-1998
 ALCO        QD      : 1988, 1990-1998, 2000-2002
 ALCO        QN      : 1995-1998
 ALCO        QX      : 1990-1998
 ALCO        WJ      : 1989-1990
 ALCO        WM      : 1989-1990
 ALCO        WN      : 1989-1990
 ALCO        WY      : 1989-1990
 ALCO        Z1      : 1989-1990
 ALD         FB      : 1987-1992
 ALF         AF      : 1993-1998
 ALF         FB      : 1988-2021
 ALF         ID      : 1988-2021
 ALF         QD      : 1988-2021
 ALF         QU      : 1969-1982
 ALMW        MM      : 2009-2021
 ALMW        MN      : 2009-2021
 ALMW        MX      : 2009-2021
 ALMW        PC      : 2009-2021
 ALMW        PP      : 2009-2021
 ALMW        PU      : 2014-2021
 ALNO        GJ      : 1993-2021
 ALNO        GJX     : 1993
 ALNO        HH      : 1993-2021
 ALNO        QJ      : 1978-1991, 1993-2021, 8110
 ALNO        QJX     : 1993
 ALPY        DUMMY   : 1987
 ALPY        GD      : 1982-2021
 ALPY        HJ      : 1983-2021
 ALPY        QD      : 1937-1939, 1954-2021, 6190, 8110
 ALPY        QDX     : 1987-1989
 ALPY        QX      : 1986
 ALPY        WI      : 2005-2021
 ALPY        WK      : 2005-2021
 ALPY        WZ      : 2005-2021
 ALTO        GJ      : 2000-2021
 ALTO        HH      : 2000-2021
 ALTO        QJ      : 2000-2021
 ALTY        MM      : 1985-2021
 ALTY        MN      : 1981-2021
 ALTY        MX      : 1981-2021
 ALTY        PC      : 1984-2021
 ALTY        PP      : 1981-2021
 ALTY        PU      : 1993-2021
 AMF         AF      : 1926-2021, 6190, 7100, 8110
 AMF         AF-DWR  : 2005
 AMF         AFX     : 1986-1989
 AMF         AF_DWR  : 1995-2004, 2006-2015
 AMF         AF_WRD  : 1994
 AMF         CS      : 1977-2005
 AMF         DM      : 1985-1990
 AMF         DN      : 1985-1990
 AMF         DO      : 1984-1985
 AMF         DO2     : 1984
 AMF         DO3     : 1984
 AMF         DX      : 1985-1990
 AMF         EJ      : 1988-1991, 1994
 AMF         ET      : 1988-1991, 1994
 AMF         FB      : 1926-2021
 AMF         FBX     : 1986
 AMF         GAIN    : 1941, 1960-2021, 6190
 AMF         GD      : 1982-1997
 AMF         HJ      : 1983-1997
 AMF         HR      : 1984-1986
 AMF         ID      : 1927-2021, 6190
 AMF         IN      : 1984
 AMF         MM      : 1985-2021
 AMF         MN      : 1979-2021
 AMF         MX      : 1979-2021
 AMF         OP      : 1984
 AMF         PC      : 1984-2021
 AMF         PE      : 1981-1992
 AMF         PP      : 1982-2021
 AMF         PU      : 1996-2021
 AMF         PX      : 1979-1983
 AMF         QD      : 1907-1910, 1913-1997, 6190
 AMF         QDX     : 1987-1989
 AMF         QT      : 1983, 1985-1997
 AMF         QU      : 1976-1997
 AMF         QX      : 1986
 AMF         SD      : 1981-1982
 AMF         SI      : 1982-1983
 AMF         SR      : 1983-1995
 AMF         TA      : 1988-1994
 AMF         TG      : 1988-1991, 1994-1995
 AMF         TU      : 1988-1994
 AMF         UA      : 1983-1995
 AMF         UD      : 1983-1995
 AMF         UV      : 1983-1993
 AMF         WD      : 1982-1983
 AMF         WM      : 1984-1992
 AMF         WN      : 1984-1992
 AMF         WR      : 1982-1995
 AMF         WS      : 1982-1983
 AMF         WY      : 1985-1992
 AMF         YM      : 1989-1994
 AMF         YP      : 1988-1989
 AMF         Z1      : 1984
 AMFI        GD      : 1996-2021
 AMFI        HJ      : 1996-2021
 AMFI        MM      : 1996-2021
 AMFI        MN      : 1996-2021
 AMFI        MX      : 1996-2021
 AMFI        QD      : 1907-2021, 6190, 7100, 8110
 AMFI        QT      : 1997-2021
 AMFI        QU      : 1958-1968, 1976-2008
 AMFI        WI      : 2006-2021
 AMFI        WK      : 2006-2021
 AMFI        WZ      : 2006-2021
 AMFSPR      QD      : 1985, 1988, 1992, 1994-2002
 AMRW        QD      : 1909-1911, 1940-1984, 1995-2021
 ANAW        GD      : 1985-2021
 ANAW        HJ      : 1985-2021
 ANAW        QD      : 1958-2021
 ANAW        QN      : 1989-2021
 ANAW        QX      : 1989-2021
 ANAW        WM      : 1992-2013
 ANAW        WN      : 1992-2013
 ANAW        WY      : 1992-2013
 ANCI        GJ      : 1983-2021
 ANCI        HH      : 1983-2016
 ANCI        HH1     : 1988-1989
 ANCI        QJ      : 1977-2021
 AND         AF      : 1946-2021, 6190, 7100, 8110
 AND         AS      : 1981-1985
 AND         CS      : 1980
 AND         FB      : 1951, 1980-2021
 AND         GD      : 1997-2021
 AND         HJ      : 1997-1998
 AND         MA      : 1983-1997
 AND         MB      : 1983-1997
 AND         MM      : 1985-2021
 AND         MN      : 1977-2021
 AND         MX      : 1960-2021
 AND         PC      : 1984-2021
 AND         PP      : 1982-2021
 AND         PU      : 1988-2021
 AND         PX      : 1960-2021
 AND         PY      : 1977-1981
 AND         QD      : 1997-1998, 2006
 AND         QS      : 1980
 AND         QU      : 1997-1998, 2006
 AND         QV      : 1980, 1987-2015
 AND         QZ      : 1980
 AND         SD      : 1981-2021
 AND         VT      : 1980, 1982-1985
 AND         WI      : 1999-2021
 AND         WK      : 1999-2021
 AND         WZ      : 1999-2021
 AND         ZP      : 1987-1997
 AND         ZS      : 1983-1997
 AND         ZT      : 1983
 ANDI        GD      : 1982-2021
 ANDI        HJ      : 1983-2021
 ANDI        PX      : 2015-2021
 ANDI        QD      : 1911-2021, 6190, 7100, 8110
 ANDI        QJ      : 2015
 ANDI        QU      : 1911-1919, 1921-2021, 7100
 ANDI        QV      : 2015-2021
 ANDI        SD      : 1990, 2015-2021
 ANDI        WI      : 1992-2001
 ANDI        WK      : 1992-2001
 ANDI        WZ      : 1992-2001
 ANDI        XQU     : 1961-1990
 ANFW        QD      : 1910-1979
 ANNO        GD      : 2003-2008
 ANNO        HJ      : 2003-2008
 ANNO        QD      : 2003-2008
 ANNO        WM      : 2003-2008
 ANNO        WN      : 2003-2008
 ANNO        WY      : 2003-2008
 ANRO        MM      : 1984-2021
 ANRO        MN      : 1984-2021
 ANRO        MX      : 1997-2021
 ANRO        PC      : 1980-2021
 ANRO        PP      : 2011
 ANRO        SD      : 2002-2021
 ANRO        SE      : 1980-2021, 6190
 ANRO        SS      : 2002-2021
 ANTI        GD      : 1982-2021
 ANTI        HJ      : 1983-2021
 ANTI        QD      : 1919-1922, 1925-1927, 1935-2021, 6190
 ANTI        QDX     : 1987-1989
 ANTI        QU      : 1974-1975, 1983-1984, 1996
 ANTI        QX      : 1986
 ANTO        GD      : 2004-2021
 ANTO        GJ      : 2004-2021
 ANTO        HH      : 2010-2015
 ANTO        HJ      : 2010-2021
 ANTO        QD      : 2004-2021
 ANTO        QJ      : 2004-2021
 ANTO        QZ      : 2004-2010
 ANTO        WI      : 2004, 2010-2021
 ANTO        WK      : 2004, 2010-2021
 ANTO        WZ      : 2004, 2010-2021
 ANVN        ET      : 2014-2016
 ANVN        ETOS    : 2014-2016
 ANVN        ETRS    : 2014-2016
 ANVN        MM      : 2014-2016
 ANVN        MN      : 2014-2016
 ANVN        MX      : 2014-2016
 ANVN        PC      : 2014-2016
 ANVN        PP      : 2014-2016
 ANVN        PU      : 2015-2016
 ANVN        SR      : 2014-2016
 ANVN        TA      : 2014-2016
 ANVN        TG      : 2014-2016
 ANVN        UA      : 2014-2016
 ANVN        UD      : 2014-2016
 ANVN        WG      : 2014-2016
 ANVN        WR      : 2014-2016
 ANVN        YM      : 2014-2016
 APP         AF      : 1986-1992, 1999-2021, 8110
 APP         FB      : 1981-1995, 1999-2021
 APP         ID      : 1999-2021
 APP         QD      : 1999-2021
 APPO        CM      : 1987
 APPO        CN      : 1987
 APPO        CX      : 1987
 APPO        DM      : 1985-1988
 APPO        DN      : 1985-1988
 APPO        DX      : 1985-1988
 APPO        GD      : 1985-2013
 APPO        HJ      : 1985-2013
 APPO        MM      : 1987-1990
 APPO        MN      : 1987-1990
 APPO        MX      : 1987-1990
 APPO        PC      : 1987-2005
 APPO        PH      : 1985-1988
 APPO        PP      : 1987-2005
 APPO        QD      : 1939-1983, 1985-2016, 8110
 APPO        WJ      : 1985-1988
 APPO        WM      : 1985-1988
 APPO        WN      : 1985-1988
 APPO        WY      : 1985-1988
 APRO        GD      : 1983-2011
 APRO        GD2     : 1983
 APRO        HJ      : 1984-1991, 2005-2011
 APRO        QD      : 1939-1983, 1985-1991, 2005-2021
 APRO        WM      : 1983-1990
 APRO        WN      : 1983-1990
 APRO        WY      : 1985-1990
 APRO        Z1      : 1983-1985, 1987-1990
 APSW        MM      : 1994-2021
 APSW        MN      : 1994-2021
 APSW        MX      : 1994-2021
 APSW        PC      : 1994-2021
 APSW        PP      : 2011
 APSW        SD      : 2003-2021
 APSW        SE      : 1994-2021
 APSW        SS      : 2013-2021
 ARAO        ET      : 1999-2021
 ARAO        ETOS    : 2003-2021
 ARAO        ETRS    : 2003-2021
 ARAO        MM      : 1999-2021
 ARAO        MN      : 1999-2021
 ARAO        MX      : 1999-2021
 ARAO        PC      : 1999-2021
 ARAO        PP      : 1999-2021
 ARAO        PU      : 1999-2021
 ARAO        SR      : 1999-2021
 ARAO        TA      : 1999-2021
 ARAO        TG      : 1999-2021
 ARAO        UA      : 1999-2021
 ARAO        UD      : 1999-2021
 ARAO        WG      : 1999-2021
 ARAO        WR      : 1999-2021
 ARAO        XD      : 1999-2021
 ARAO        XH      : 1999-2021
 ARAO        XJ      : 2002-2021
 ARAO        YA      : 1999-2021
 ARAO        YB      : 1999-2021
 ARAO        YM      : 1999-2021
 ARAO        ZK      : 1999-2021
 ARAO        ZL      : 1999-2021
 ARAO        ZM      : 1999-2021
 ARBO        MM      : 1989-2021
 ARBO        MN      : 1989-2021
 ARBO        MX      : 1997-2021
 ARBO        PC      : 1978-2021
 ARBO        PP      : 2011
 ARBO        SD      : 2003-2021
 ARBO        SE      : 1978-2021, 6190
 ARBO        SS      : 2013-2021
 ARCI        GD      : 1985-1989, 1991-2021
 ARCI        HJ      : 1985-1993, 1995-2001, 2005-2007, 2009-2014, 2016-2021
 ARCI        Q       : 1987
 ARCI        QD      : 1977-1979, 1985-1989, 1992-1993, 1995-2021
 ARDB        FB      : 1983-1997
 ARDB        FBT     : 1989-1992
 ARDB        QD      : 1983-1997
 ARK         AF      : 1918-2021, 6190, 7100, 8110
 ARK         FB      : 1981-2021
 ARK         ID      : 1918-2021
 ARK         MM      : 1985-2021
 ARK         MN      : 1968-1972, 1980-2021
 ARK         MX      : 1960-2021
 ARK         PC      : 1984-2021
 ARK         PE      : 1968-1971, 1995-2007
 ARK         PP      : 1981-2021
 ARK         PU      : 1988-2021
 ARK         PX      : 1960-2010, 2013
 ARK         SD      : 1988-2010, 2013
 ARK         UD      : 2018
 ARK         WR      : 1968-1971
 ARKI        QD      : 1918-2021, 7100
 ARKI        QU      : 1918-2021, 7100
 ARKI        XQU     : 1961-1990
 ARNO        GJ      : 1993-2021
 ARNO        HH      : 1993-2021
 ARNO        MM      : 1999-2021
 ARNO        MN      : 1999-2021
 ARNO        MX      : 1999-2021
 ARNO        QJ      : 1993-2021
 ARNO        WI      : 1999-2021
 ARNO        WK      : 1999-2021
 ARNO        WZ      : 1999-2021
 ARW         QU      : 1969-1982
 ARWO        GD      : 1983-1998
 ARWO        HJ      : 1983-1991
 ARWO        MN      : 1983
 ARWO        MX      : 1983
 ARWO        QD      : 1939-1955, 1979-1983, 1985-1991
 ARWO        WM      : 1983-1990
 ARWO        WN      : 1983-1990
 ARWO        WY      : 1985-1990
 ARWO        Z1      : 1983, 1985-1986, 1988-1990
 ASCI        GJ      : 1986-2021
 ASCI        HH      : 1986-2016
 ASCI        HH1     : 1988-1990
 ASCI        QJ      : 1961, 1966, 1977, 1979, 1986-2021
 ASLO        GJ      : 2001-2021
 ASLO        HH      : 2001-2015
 ASLO        QJ      : 2001-2021
 ASLO        WI      : 2010-2021
 ASLO        WK      : 2010-2021
 ASLO        WZ      : 2010-2021
 ASNW        QD      : 1991-2009
 ATAI        MM      : 1988-2021
 ATAI        MN      : 1988-2021
 ATAI        MX      : 1997-2021
 ATAI        PC      : 1980-2021
 ATAI        PP      : 2011
 ATAI        SD      : 2002-2021
 ATAI        SE      : 1980-2021, 6190
 ATAI        SS      : 2002-2021
 ATLI        MM      : 1985-2021
 ATLI        MN      : 1981-2021
 ATLI        MX      : 1981-2021
 ATLI        PC      : 1984-2021
 ATLI        PP      : 1981-2021
 ATLI        PU      : 1992-2021
 ATLI        SO      : 1995-2012
 ATLI        SP      : 1981-2021
 ATLI        SY      : 1995-2012
 AUCI        GJ      : 1986-2021
 AUCI        HH      : 1986-2016
 AUCI        HH1     : 1988-1989
 AUCI        QJ      : 1977-2021
 AUGW        GD      : 1998-2000
 AUGW        HJ      : 1998-2000
 AUGW        QD      : 1998-2021
 BACW        ZH      : 1995-1997
 BADM        MM      : 1988-2021
 BADM        MN      : 1988-2021
 BADM        MX      : 1997-2021
 BADM        PC      : 1979-2021
 BADM        PP      : 2011
 BADM        SD      : 2002-2021
 BADM        SE      : 1978-2021
 BADM        SS      : 2002-2021
 BAKW        MM      : 1986-1999
 BAKW        MN      : 1986-1999
 BAKW        MX      : 1986-1999
 BAKW        PC      : 1986-1999
 BAKW        PP      : 1986-1999
 BAKW        UA      : 1986-1999
 BAKW        UD      : 1986-1995
 BAKW        UV      : 1986-1995
 BAKW        WR      : 1995-1999
 BALO        MM      : 1985-2021
 BALO        MN      : 1971, 1982-2021
 BALO        MX      : 1971, 1982-2021
 BALO        PC      : 1984-2021
 BALO        PP      : 1982-2021
 BALO        PU      : 1992-2021
 BANM        MM      : 1988-2021
 BANM        MN      : 1988-2021
 BANM        MX      : 1997-2021
 BANM        PC      : 1987-2021
 BANM        PP      : 2011
 BANM        SD      : 2002-2021
 BANM        SE      : 1978-2021
 BANM        SS      : 2002-2021
 BANO        EJ      : 1986-1994
 BANO        ET      : 1986-2021
 BANO        ETOS    : 1995-1996, 1998, 2003-2021
 BANO        ETRS    : 1995-1996, 1998, 2003-2021
 BANO        MM      : 1985-2021
 BANO        MN      : 1985-2021
 BANO        MX      : 1985-2021
 BANO        PC      : 1985-2021
 BANO        PE      : 1995-1999
 BANO        PP      : 1985-2021
 BANO        PU      : 1986-2021
 BANO        RHN     : 1997-2021
 BANO        SR      : 1985-2021
 BANO        TA      : 1985-2021
 BANO        TG      : 1988-2021
 BANO        TU      : 1985-1992
 BANO        UA      : 1985-2021
 BANO        UD      : 1985-2021
 BANO        UV      : 1985-1992
 BANO        WG      : 2000-2021
 BANO        WR      : 1985-2021
 BANO        XB      : 1985-2021
 BANO        XC      : 1985-2021
 BANO        XF      : 1985-2021
 BANO        XG      : 1985-2021
 BANO        YA      : 1985-2021
 BANO        YB      : 1985-2021
 BANO        YC      : 1985-1999
 BANO        YD      : 1985-1999
 BANO        YL      : 1991-2021
 BANO        YM      : 1989-2021
 BANO        YP      : 1985-1989
 BANO        YW      : 1991-2021
 BANO        YY      : 1990-1999
 BANO        Z1      : 1986-2021
 BANO        Z2      : 2008-2021
 BANO        Z3      : 2008-2021
 BARI        GD      : 2001-2007, 2010-2021
 BARI        QD      : 1977-1979
 BASI        MM      : 1988-2021
 BASI        MN      : 1988-2021
 BASI        MX      : 1997-2021
 BASI        PC      : 1980-2021
 BASI        PP      : 2011
 BASI        SD      : 2002-2021
 BASI        SE      : 1980-2021, 6190
 BASI        SS      : 2002-2021
 BASO        GD      : 2001-2021
 BASO        HJ      : 2001-2021
 BASO        QD      : 1990-2021, 8110
 BASO        QD7     : 2011-2021
 BASO        QU      : 2012-2015
 BASO        WI      : 2003-2021
 BASO        WK      : 2003-2021
 BASO        WZ      : 2003-2021
 BATO        ET      : 2005-2021
 BATO        ETOS    : 2005-2021
 BATO        ETRS    : 2005-2021
 BATO        MM      : 2005-2021
 BATO        MN      : 2005-2021
 BATO        MX      : 2005-2021
 BATO        PC      : 2005-2021
 BATO        PP      : 2005-2021
 BATO        PU      : 2005-2021
 BATO        SR      : 2005-2021
 BATO        TA      : 2005-2021
 BATO        TG      : 2003, 2005-2021
 BATO        UA      : 2005-2021
 BATO        UD      : 2005-2021
 BATO        WG      : 2005-2021
 BATO        WR      : 2005-2021
 BATO        XC      : 2005-2013
 BATO        XD      : 2005-2013
 BATO        XG      : 2005-2013
 BATO        XH      : 2005-2013
 BATO        XJ      : 2005-2013
 BATO        YM      : 2005-2021
 BATO        YW      : 2005-2021
 BATO        ZCM     : 2005-2021
 BATO        ZCN     : 2005-2021
 BATO        ZCX     : 2005-2021
 BATO        ZG      : 2005-2021
 BATO        ZH      : 2005-2021
 BATO        ZK      : 2005-2021
 BATO        ZL      : 2005-2021
 BATO        ZM      : 2005-2021
 BBBO        GD      : 2015-2021
 BBBO        HJ      : 2015-2021
 BBBO        QD      : 2015-2021
 BBBO        WI      : 2015-2021
 BBBO        WK      : 2015-2021
 BBBO        WZ      : 2015-2021
 BBCI        QJ      : 1946, 1948-1985
 BBCW        SE      : 1983-1985
 BBSY        MM      : 1986-2021
 BBSY        MN      : 1986-2021
 BBSY        MX      : 1997-2021
 BBSY        PC      : 1980-2021
 BBSY        PP      : 2011
 BBSY        SD      : 2002-2021
 BBSY        SE      : 1980-2021
 BBSY        SS      : 2002-2021
 BBYI        GD      : 1982-1987, 1993-2007, 2010-2021
 BBYI        HJ      : 1983-1987, 1993-2007, 2010-2013, 2017
 BBYI        QD      : 1978-1979, 1982-1988, 1993-2007, 2010-2021
 BBYI        QU      : 2012-2015
 BCAO        GD      : 2004-2021
 BCAO        HJ      : 2005-2021
 BCAO        QD      : 2005-2021
 BCAO        WI      : 2004-2021
 BCAO        WK      : 2004-2021
